,day,sndp,temp,total_num_of_crimes
1530,3,0,68.5,0.647524752
1291,6,0,76.5,0.842323651
904,2,0,73.4,0.708333333
688,1,0,72.6,0.71031746
624,6,0,40.4,0.586138614
663,2,0,47.6,0.547008547
798,7,0,54.4,0.625742574
890,4,0,65.3,0.608465608
341,1,0,41.9,0.637623762
1025,2,0,66.6,0.712380952
1196,6,0,73.1,0.677248677
367,6,0,30.8,0.645228216
1316,5,0,75.6,0.62962963
291,4,0,32.5,0.607142857
1650,2,0,64.1,0.625742574
100,2,0,36.7,0.619047619
1113,7,0,76,0.717948718
2051,5,0,25.2,0.643809524
993,1,0,76.4,0.564102564
459,3,0,38.8,0.521367521
1528,1,0,70.7,0.767857143
584,2,0,49.6,0.654320988
620,1,0,49.5,0.566137566
39,4,1.2,38.6,0.676587302
1878,5,0,35,0.657425743
796,5,0,59.3,0.692460317
824,7,0,58.1,0.721340388
823,5,0,57.5,0.771784232
414,6,0,33.4,0.594059406
1581,1,0,64.5,0.582905983
2070,2,0,30.5,0.60990099
509,7,0,53.1,0.64952381
1126,4,0,78.4,0.738095238
1566,2,0,75.3,0.706930693
1028,6,0,71.3,0.698412698
1571,2,0,70.3,0.651428571
1435,2,0,72.9,0.701244813
1895,7,0,39,0.573333333
1812,1,0,46.9,0.691089109
1500,5,0,68.9,0.665346535
1754,1,0,55.5,0.659611993
1406,6,0,78.9,0.707231041
983,2,0,80.3,0.742857143
718,6,0,46.6,0.571428571
2190,1,0,36.4,0.641584158
1428,7,0,83.5,0.726732673
1759,7,0,56.7,0.690871369
1058,4,0,66.1,0.712522046
1018,7,0,80.4,0.714285714
494,1,0,26.3,0.601410935
171,5,0,30.5,0.634920635
1448,6,0,79.5,0.707231041
1365,7,0,80.7,0.71965812
1034,7,0,71.6,0.747795414
74,2,3.1,19.3,0.548717949
2130,5,0,36.9,0.655445545
725,1,0,51.7,0.761904762
1876,3,0,51.5,0.593253968
66,5,0,26.7,0.730290456
2128,3,3.1,28.1,0.668650794
1204,3,0,80.7,0.779761905
1130,2,0,78.9,0.708994709
116,2,0,36.6,0.608547009
1507,7,0,66.1,0.744813278
1272,2,0,74.3,0.778217822
1389,4,0,67.2,0.635897436
2049,2,0,41.9,0.576068376
886,6,0,75.1,0.736111111
400,2,0,63.2,0.706349206
1480,7,0,72.2,0.702380952
429,5,0,50.6,0.663247863
1420,4,0,77.9,0.765873016
1320,3,0,74.6,0.706930693
1495,5,0,68.4,0.728215768
125,7,0,41.8,0.627722772
1037,4,0,79.3,0.727619048
680,4,0,50.5,0.617283951
1868,6,0,45.1,0.58377425
1384,5,0,76.6,0.704365079
549,4,0,60.6,0.615384615
1303,1,0,80.1,0.769709544
1239,7,0,77.4,0.682051282
921,3,0,65.3,0.666666667
1068,3,0,73.3,0.768316832
1360,1,0,75.5,0.744047619
1955,3,0,29.2,0.561904762
1024,1,0,84.6,0.841269841
128,4,0,32.2,0.618803419
1074,4,0,76.1,0.807920792
417,3,0,44.7,0.584615385
2040,4,0,30.7,0.631683168
830,1,0,62.7,0.693121693
560,5,0,40.6,0.652557319
1452,4,0,68.5,0.786138614
610,2,0,41.4,0.652777778
1297,7,0,79.4,0.813278008
1822,1,0,50.4,0.833333333
829,6,0,58,0.77593361
1424,2,0,77.1,0.705467372
755,6,0,50.5,0.634285714
662,1,0,67.5,0.611992945
895,3,0,60,0.755186722
403,5,0,29.4,0.670124481
1432,6,0,75.9,0.797619048
842,3,0,77.4,0.643738977
2044,3,0,28.1,0.626984127
623,5,0,55.4,0.702857143
1970,2,0,26.3,0.541446208
710,2,0,56,0.684303351
1175,6,0,71,0.782857143
740,7,0,56.1,0.603174603
923,6,0,75.2,0.727619048
129,5,1.2,27.3,0.64484127
1418,1,0,81.3,0.677248677
882,7,0,83.4,0.84950495
1155,7,0,75,0.622222222
1550,2,0,57.9,0.617283951
576,5,0,35.6,0.631683168
1690,7,0,56.7,0.601190476
1501,6,0,68.1,0.730290456
2174,1,0,29.7,0.569664903
1653,6,0,52.9,0.598290598
1220,3,0,73.4,0.71957672
1592,2,0,61.8,0.689594356
764,4,0,75.5,0.641975309
1259,6,0,72.7,0.678095238
837,3,0,46.2,0.635897436
470,4,0,37.3,0.700176367
18,4,0,30.8,0.753112033
445,5,0,38.6,0.699170124
1659,7,0,53.4,0.492307692
637,2,0,57.8,0.647302905
1213,7,0,75.7,0.757261411
490,3,0,45.7,0.652777778
879,3,0,70.9,0.627350427
711,3,0,52.3,0.615384615
1694,5,0,52.2,0.624338624
551,7,0,50.3,0.580952381
903,7,0,48.7,0.524786325
2078,6,0,41.5,0.641975309
2081,3,0,27.9,0.586666667
1486,1,0,77.6,0.75
1043,5,0,76.7,0.634285714
1142,4,0,71.3,0.698412698
1557,4,0,75,0.593162393
1972,5,0,39,0.640873016
1663,5,0,54.1,0.682572614
1270,7,0,74.4,0.71031746
1743,7,0,46.8,0.509401709
450,5,0,32.6,0.64950495
2003,4,0,47.3,0.662857143
1755,2,0,65,0.618803419
1105,3,0,77.3,0.753112033
1077,1,0,70.6,0.617094017
1233,6,0,80.8,0.64957265
16,2,0,40.3,0.617142857
1100,4,0,64.7,0.746031746
1376,1,0,72.5,0.647266314
434,5,1.2,42.9,0.661375661
1207,6,0,86,0.765560166
1873,5,0,24.6,0.649377593
1324,2,0,79.9,0.668650794
930,1,0,68,0.730693069
423,4,0,44.9,0.623931624
1309,2,0,77.1,0.746887967
765,5,0,73.9,0.652991453
1786,2,0,48.5,0.694444444
963,3,0,81.7,0.652991453
891,5,0,75.7,0.682051282
2025,5,0,38.3,0.558974359
742,3,0,52.2,0.650793651
1223,7,0,80.3,0.739047619
643,3,0,57.9,0.692946058
2096,2,0,44.3,0.529100529
1361,2,0,76.5,0.708571429
659,4,0,58.4,0.681904762
990,4,0,72.9,0.661386139
839,6,0,53.3,0.580952381
1719,3,0,54.4,0.641025641
950,7,0,65.3,0.610229277
1002,6,0,82.2,0.706930693
2185,1,0,39,0.628630705
1869,7,0,44,0.54017094
217,4,9.1,7.3,0.553791887
358,2,0,29.8,0.744047619
626,2,1.2,31.8,0.597883598
1140,1,0,80.1,0.752475248
2156,5,0,43.3,0.520282187
1998,4,2,31,0.621782178
284,2,3.1,18.2,0.509401709
1260,7,0,72.4,0.695049505
1736,5,0,56.4,0.710758377
934,7,0,70.5,0.712301587
412,4,0,50.1,0.623015873
975,5,0,65.9,0.687179487
1951,4,0,47.8,0.680497925
1836,5,0,45.2,0.734653465
73,1,1.2,42.4,0.659611993
487,5,0,40.6,0.678423237
1366,2,0,76.4,0.716269841
617,4,0,50.9,0.615238095
1709,4,0,58.1,0.634285714
1771,2,0,50.8,0.636929461
355,1,0,42.1,0.619047619
817,4,0,67,0.751037344
535,6,0,40.2,0.645228216
646,1,0,68.2,0.676587302
1769,7,0,66,0.628571429
