day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,thunder,total_num_of_crimes
5,2018,10,26,26/10/2018,48.9,37.7,1012.4,10,7.3,11.1,999.9,54,46,0,0,0,0,0,0,379
6,2019,10,26,26/10/2019,44.9,39.9,1017.3,8,7.4,18.1,25.1,48.9,39,0,0,0,1,0,0,229
1,2014,10,27,27/10/2014,64.2,47.2,1006.6,10,10.1,20,29.9,79,44.1,0,0,0,0,0,0,355
2,2015,10,27,27/10/2015,54.7,41.5,1022.4,9.7,9.6,19,21,62.1,42.1,0,0,0,1,0,0,323
4,2016,10,27,27/10/2016,49,42.1,1021.7,7,7.4,15,17.1,52,46,0.63,0,0,1,0,0,326
5,2017,10,27,27/10/2017,45.3,33.6,1007.1,10,13.6,19,27,57.9,39,0,0,0,0,0,0,395
6,2018,10,27,27/10/2018,49.8,39.6,1010.7,9.9,5.4,8.9,999.9,53.1,43,0,0,0,1,0,0,344
7,2019,10,27,27/10/2019,50.3,43,1007.6,7.4,12.2,20,28,59,44.1,2.29,0,0,1,0,0,317
2,2014,10,28,28/10/2014,61.7,45.8,1007.7,9.8,13.7,20,28,79,54,0.05,0,0,1,0,0,383
3,2015,10,28,28/10/2015,53.8,49.5,1001,4.8,11.9,22,28,57.9,46,0.48,0,0,1,0,0,325
5,2016,10,28,28/10/2016,51.6,43.8,1022.2,9.8,7.2,12,19,64.9,43,0,0,0,0,0,0,359
6,2017,10,28,28/10/2017,38.7,31.1,1012,9.4,10.9,17.1,24.1,41,36,0,0,0,1,1,0,299
7,2018,10,28,28/10/2018,47.7,41.7,1007.6,8.9,10.4,21,31.1,52,44.1,0.14,0,0,1,0,0,314
1,2019,10,28,28/10/2019,48.8,42.3,1016.8,9.9,4,7,999.9,55.9,42.1,0.03,0,0,1,0,0,333
3,2014,10,29,29/10/2014,48.5,33.2,1017.1,10,9.5,15.9,20,66,46,0.03,0,0,0,0,0,383
4,2015,10,29,29/10/2015,42.2,31.5,1004.2,10,15.2,20,29.9,57.9,37.9,0.06,0,0,1,0,0,312
6,2016,10,29,29/10/2016,67.1,57.8,1012.6,9.9,10.7,18.1,26,73,63,0,0,0,0,0,0,413
7,2017,10,29,29/10/2017,40,27.8,1012.5,10,7.6,13,999.9,46,33.1,0.01,0,0,0,0,0,332
1,2018,10,29,29/10/2018,46.9,38.4,1016.8,10,6.3,11.1,18.1,57,39,0.01,0,0,1,0,0,349
2,2019,10,29,29/10/2019,42.3,38,1021.1,6.3,7.4,17.1,26,48,37,0.11,0,0,1,0,0,316
4,2014,10,30,30/10/2014,45.3,34.3,1020.3,10,4.9,9.9,999.9,53.1,37,0,0,0,0,0,0,375
5,2015,10,30,30/10/2015,46.9,35.8,1018.4,10,4.5,8.9,999.9,57,37,0,0,0,1,0,0,364
7,2016,10,30,30/10/2016,56.2,48.5,1019.1,9.5,10.1,18.1,999.9,63,50,0.3,0,0,1,0,1,360
1,2017,10,30,30/10/2017,45,30.4,1006.8,10,11.5,20,33,51.1,42.1,0,0,0,0,0,0,333
2,2018,10,30,30/10/2018,53.5,42.8,1013.9,9.9,7.1,14,22,69.1,45,0,0,0,0,0,0,349
3,2019,10,30,30/10/2019,38.5,34,1023.8,5.9,8.4,14,24.1,42.8,33.1,0.51,1.2,0,1,1,0,277
5,2014,10,31,31/10/2014,43,31.7,1019.2,8.7,17.2,32.1,42.9,53.1,34,0,0,0,1,1,0,406
6,2015,10,31,31/10/2015,48.8,41,1014.7,7.1,8.8,12,22,57,37,0,0,0,1,0,0,320
1,2016,10,31,31/10/2016,50.4,40.8,1020.4,10,6.9,12,15.9,59,44.1,0,0,0,0,0,0,420
2,2017,10,31,31/10/2017,37.8,22.7,1018.5,10,12.2,20,27,42.1,35.1,0,0,0,0,1,0,365
3,2018,10,31,31/10/2018,55,46.4,1012.4,6.5,7.5,13,20,69.1,48.9,0.81,0,0,1,0,1,439
4,2019,10,31,31/10/2019,36,33.8,1010.4,2,14.2,19,28.9,42.8,32,0.49,2,1,1,1,0,282
6,2014,11,1,01/11/2014,40,27.3,1029.5,9.9,13.5,21,29.9,48.9,34,0.04,0,0,0,1,0,410
7,2015,11,1,01/11/2015,54.7,42.9,1011.4,9.6,10.9,17.1,24.1,64.9,46,0.74,0,0,0,0,0,415
2,2016,11,1,01/11/2016,67.1,55.2,1011.7,10,9.5,14,22.9,77,57.9,0,0,0,0,0,0,435
3,2017,11,1,01/11/2017,39.8,29.6,1017.5,9.3,6.8,13,18.1,44.1,37,0,0,0,1,0,0,382
4,2018,11,1,01/11/2018,50.7,36.7,1011.2,10,10.1,18.1,26,53.1,46.9,0.26,0,0,0,0,0,431
5,2019,11,1,01/11/2019,33.1,24.3,1022.8,9.4,8.8,13,25.1,46,25,0.02,2,0,0,0,0,385
7,2014,11,2,02/11/2014,40,27,1029.2,10,6,13,999.9,53.1,28.9,0,0,0,0,0,0,349
1,2015,11,2,02/11/2015,60.3,43.2,1014.7,10,8.9,15,22,73.9,46,0,0,0,0,0,0,402
3,2016,11,2,02/11/2016,64.6,56.8,1017.4,7.8,3.7,8.9,999.9,73,60.1,0,0,0,1,0,1,339
4,2017,11,2,02/11/2017,47.6,46.5,1011.6,2.9,4.9,9.9,999.9,52,42.1,0.34,0,0,1,0,0,335
5,2018,11,2,02/11/2018,45.2,34.7,1010.7,10,8.9,17.1,26,51.1,37.9,0,0,0,0,0,0,371
6,2019,11,2,02/11/2019,39.5,31.5,1020.7,8.5,10.3,17.1,25.1,45,36,0,0,0,1,0,0,323
1,2014,11,3,03/11/2014,53,30.9,1019.9,10,12.4,17.1,22,64,45,0,0,0,0,0,0,379
2,2015,11,3,03/11/2015,61,49,1018,10,5.7,9.9,999.9,73.9,50,0,0,0,0,0,0,350
4,2016,11,3,03/11/2016,57.8,50.9,1021.8,5.5,5.3,9.9,999.9,66,52,0.3,0,0,1,0,1,361
5,2017,11,3,03/11/2017,45.9,38.8,1024.7,8.9,10.4,14,17.1,50,39.9,0.07,0,0,0,0,0,354
6,2018,11,3,03/11/2018,43,32,1018.2,10,4.2,9.9,999.9,48.9,34,0,0,0,0,0,0,347
7,2019,11,3,03/11/2019,40.4,28.5,1020.3,10,8,15,25.1,54,30.9,0,0,0,0,0,0,358
2,2014,11,4,04/11/2014,56.1,41.4,1014.2,9.9,14.8,19,28.9,64,45,0.02,0,0,1,0,0,361
3,2015,11,4,04/11/2015,60.3,53.5,1019.1,7,5.2,12,999.9,73,50,0,0,1,0,0,0,394
5,2016,11,4,04/11/2016,54.9,42.9,1028.9,10,4.6,15,999.9,63,46,0,0,0,0,0,0,378
6,2017,11,4,04/11/2017,46,41.2,1020.1,6.3,8.3,15,999.9,48.9,43,0,0,1,1,0,1,356
7,2018,11,4,04/11/2018,49,41.5,1018.3,8.6,13.3,18.1,31.1,52,46,0.1,0,0,1,0,1,298
1,2019,11,4,04/11/2019,48.6,34.8,1014.2,10,9.8,13,22.9,54,44.1,0,0,0,0,0,0,301
3,2014,11,5,05/11/2014,49.5,36.8,1019.1,10,8.1,13,21,63,39.9,0,0,0,0,0,0,381
4,2015,11,5,05/11/2015,65.6,56.2,1015.8,9.4,10.1,19,27,73,50,0,0,0,1,0,0,371
6,2016,11,5,05/11/2016,56.1,44,1027.2,10,6.2,11.1,999.9,69.1,46.9,0,0,0,0,0,0,338
7,2017,11,5,05/11/2017,51.5,50.4,1009.7,3.3,2.9,15,19,53.6,48.9,0.44,0,1,1,0,0,332
1,2018,11,5,05/11/2018,48.3,42,1011.8,9.2,10.3,15.9,28,53.1,45,0.36,0,0,1,0,0,349
2,2019,11,5,05/11/2019,39.1,25.3,1023.6,10,9.2,15.9,25.1,46.9,33.1,0,0,0,0,0,0,312
4,2014,11,6,06/11/2014,48.5,36.6,1013.4,10,15.3,22.9,34,63,39,0,0,0,1,0,0,336
5,2015,11,6,06/11/2015,55.8,46.9,1013.7,8.8,14.1,22.9,31.1,71.1,46,0.47,0,0,1,0,0,376
7,2016,11,6,06/11/2016,58.3,46,1026.9,10,3.5,7,999.9,70,48,0,0,0,0,0,0,335
1,2017,11,6,06/11/2017,41.7,32.8,1021.2,10,10.3,17.1,999.9,51.1,33.1,0.01,0,0,0,0,0,331
2,2018,11,6,06/11/2018,48.3,42.5,1004.4,7.7,12.8,22,35,50,45,0.29,0,0,1,0,0,373
3,2019,11,6,06/11/2019,40.9,25.3,1026.5,10,8.4,19,28,57.9,30.9,0,0,0,1,1,0,302
5,2014,11,7,07/11/2014,41.1,25.9,1021.5,10,8.4,17.1,25.1,52,37,0,0,0,0,0,0,379
6,2015,11,7,07/11/2015,46.4,33.8,1024.6,10,8.3,17.1,22.9,66.9,37.9,0,0,0,0,0,0,322
1,2016,11,7,07/11/2016,57.6,42.5,1026,10,4.8,8.9,999.9,66.9,48,0,0,0,0,0,0,343
2,2017,11,7,07/11/2017,43.4,33.4,1026.2,10,10.3,15,21,48,37.9,0,0,0,0,0,0,309
3,2018,11,7,07/11/2018,38.5,26.8,1019,10,14.5,22,32.1,45,36,0.01,0,0,1,0,0,319
4,2019,11,7,07/11/2019,30.2,17.8,1030.9,8.8,11.6,15.9,22.9,39.2,25,0,0,0,1,1,0,308
6,2014,11,8,08/11/2014,45.1,31.7,1011,10,11.3,18.1,25.1,48.9,37,0,0,0,1,0,0,331
7,2015,11,8,08/11/2015,44,26.4,1030,10,3.6,8,999.9,55,34,0,0,0,0,0,0,316
2,2016,11,8,08/11/2016,57.1,45.3,1022.2,9.9,7.4,15.9,22,64,54,0.01,0,0,0,0,0,329
3,2017,11,8,08/11/2017,37.8,27.1,1027.5,10,4.6,8.9,999.9,46.9,28.9,0,0,0,0,0,0,365
4,2018,11,8,08/11/2018,35.9,23.7,1028.1,10,5.7,12,17.1,41,33.1,0,0,0,0,0,0,302
5,2019,11,8,08/11/2019,24.6,8,1032.9,10,7.6,13,19,33.1,17.1,0,0,0,0,0,0,313
7,2014,11,9,09/11/2014,43.2,27.8,1012.7,10,9.3,15.9,25.1,53.1,36,0,0,0,0,0,0,297
1,2015,11,9,09/11/2015,46.1,28,1025.4,10,3.4,7,999.9,55.9,34,0,0,0,0,0,0,330
3,2016,11,9,09/11/2016,51.5,35.6,1025.9,10,8.8,20,26,57.9,43,0.01,0,0,0,0,0,299
4,2017,11,9,09/11/2017,39,25.9,1022.1,10,9,15.9,24.1,46.9,34,0,0,0,0,0,0,306
5,2018,11,9,09/11/2018,35,26.2,1022.6,6.8,7.7,15,26,41,28.9,0.04,0,0,1,1,0,332
6,2019,11,9,09/11/2019,34.8,17.6,1019.3,10,10.1,15,22.9,48,28,0,0,0,0,0,0,312
1,2014,11,10,10/11/2014,52.6,38.5,1006.8,10,8.3,15.9,29.9,64.9,36,0,0,0,0,0,0,357
2,2015,11,10,10/11/2015,48.9,33.4,1019.7,10,3.5,7,999.9,57.9,35.1,0,0,0,0,0,0,311
4,2016,11,10,10/11/2016,51.3,33.3,1020.2,10,10.8,22.9,32.1,64,44.1,0,0,0,0,0,0,312
5,2017,11,10,10/11/2017,24.9,11.2,1034.5,9.7,8.4,17.1,24.1,34,19.9,0,0,0,0,1,0,328
6,2018,11,10,10/11/2018,25.3,12.5,1026.8,9.9,12.5,21,32.1,34,19.9,0.02,0,0,0,1,0,303
7,2019,11,10,10/11/2019,42.1,31.7,1015.3,10,6.5,9.9,999.9,45,37.9,0,0,0,0,0,0,288
2,2014,11,11,11/11/2014,50.5,40,1004.3,9.6,12.5,19,26,64.9,37,0,0,0,1,0,0,302
3,2015,11,11,11/11/2015,51.7,35.6,1011.8,10,8.1,20,29.9,64,37.9,0,0,0,0,0,0,310
5,2016,11,11,11/11/2016,51.4,36.1,1021.9,10,12.4,22,33,57.9,46.9,0,0,0,0,0,0,341
6,2017,11,11,11/11/2017,30.1,16.7,1031.2,10,7.9,11.1,17.1,37,26.1,0,0,0,0,0,0,319
7,2018,11,11,11/11/2018,33,19.3,1026.2,10,8,11.1,20,42.1,28.9,0,0,0,0,0,0,297
1,2019,11,11,11/11/2019,30.5,25.7,1022.2,5.4,13.4,21,28,41,21.2,0.13,2,1,1,1,0,223
3,2014,11,12,12/11/2014,31.5,18.6,1024,10,12.5,15.9,25.1,36,28,0.23,0,0,0,0,0,302
4,2015,11,12,12/11/2015,49.7,40.6,998.6,8.4,19.9,29.9,40,64,43,0.74,0,0,1,0,1,322
6,2016,11,12,12/11/2016,45.3,31.1,1030.6,10,7.1,12,22,52,36,0,0,0,0,0,0,357
7,2017,11,12,12/11/2017,39,31.3,1026.5,8.9,3.5,8,999.9,41,37,0.01,0,0,1,0,0,301
1,2018,11,12,12/11/2018,34.5,22.8,1027.1,10,6.5,11.1,999.9,39,30.9,0,0,0,0,1,0,309
2,2019,11,12,12/11/2019,14.9,1.7,1032.8,10,11.7,17.1,29.9,23,9,0.02,2,0,0,0,0,261
4,2014,11,13,13/11/2014,28.2,15.4,1027,9.4,10.4,14,19,33.1,26.1,0,0,0,0,1,0,302
5,2015,11,13,13/11/2015,43.3,26.1,1015.5,10,16.4,24.1,33,57.9,37,0.01,0,0,0,0,0,294
7,2016,11,13,13/11/2016,45.7,29.8,1022.8,10,8.9,14,20,57,37,0,0,0,0,0,0,288
1,2017,11,13,13/11/2017,37.9,34.4,1031.6,6.3,5.2,8.9,999.9,42.1,32,0.09,0,0,0,0,0,334
2,2018,11,13,13/11/2018,25.2,10.7,1030.4,9.7,10.7,15.9,999.9,30.9,19.9,0,0,0,0,1,0,278
3,2019,11,13,13/11/2019,17.3,3.8,1026.7,10,10.1,17.1,28,26.1,12,0,2,0,0,0,0,276
5,2014,11,14,14/11/2014,27.9,15,1028.3,10,7.5,12,19,30.9,26.1,0,0,0,0,1,0,354
6,2015,11,14,14/11/2015,42.3,25.6,1024.6,10,7,14,22.9,57.9,30.9,0,0,0,0,0,0,325
1,2016,11,14,14/11/2016,49,34.9,1014.4,10,8,13,19,61,41,0,0,0,0,0,0,314
2,2017,11,14,14/11/2017,40.8,34.1,1026.6,7.1,7.3,14,20,50,33.1,0,0,0,0,0,0,338
3,2018,11,14,14/11/2018,25.8,13.1,1035,10,5.2,8,999.9,36,19,0,0,0,0,0,0,286
4,2019,11,14,14/11/2019,28.4,20.3,1023,9.2,7.1,11.1,17.1,33.1,25,0,2,0,0,1,0,263
6,2014,11,15,15/11/2014,27.3,13.4,1028.8,10,5.5,9.9,999.9,33.1,21,0,0,0,0,0,0,354
7,2015,11,15,15/11/2015,54.1,32.6,1023.3,10,8.3,13,19,66,30.9,0,0,0,0,0,0,325
2,2016,11,15,15/11/2016,48.2,42,1011.9,6.8,3,6,999.9,57,39,0,0,1,0,0,0,317
3,2017,11,15,15/11/2017,47.9,40.7,1013.7,7.9,10.6,15,21,52,44.1,0.05,0,0,1,0,0,334
4,2018,11,15,15/11/2018,32.1,24.3,1023.7,7.5,5.5,9.9,999.9,35.1,28.9,0,1.2,1,0,1,0,285
5,2019,11,15,15/11/2019,28.5,20.4,1028.6,9.2,6,12,999.9,37.9,21.9,0,1.2,0,0,0,0,346
7,2014,11,16,16/11/2014,30.2,21.9,1021.1,8.4,6.4,9.9,999.9,33.1,21,0,0,0,0,1,0,313
1,2015,11,16,16/11/2015,53.1,33.8,1021.1,10,8.8,15.9,22.9,66,44.1,0,0,0,1,0,0,359
3,2016,11,16,16/11/2016,49.6,42.1,1013.1,8.3,2.9,8,999.9,61,41,0,0,0,0,0,0,363
4,2017,11,16,16/11/2017,36.2,27.6,1021.2,10,10.4,22,31.1,48,32,0.18,0,0,0,0,0,316
5,2018,11,16,16/11/2018,34.2,27.2,1014,7.2,10.3,15,20,41,28,0.08,0,0,0,1,0,344
6,2019,11,16,16/11/2019,34.7,27.3,1029.9,9.4,5,11.1,999.9,42.1,28.9,0,1.2,0,0,0,0,307
1,2014,11,17,17/11/2014,21.1,10.1,1013.6,9.8,13.3,21,31.1,33.1,14,0,0,0,0,1,0,303
2,2015,11,17,17/11/2015,53.1,47.2,1016.6,7.9,12,20,27,60.1,48,0.03,0,0,1,0,0,316
4,2016,11,17,17/11/2016,58.2,45.4,1010.5,8.8,9.8,18.1,25.1,73.9,48.9,0,0,0,0,0,0,371
5,2017,11,17,17/11/2017,39.5,31.9,1019.2,9.2,8.8,15.9,22,45,35.6,0,0,0,1,0,1,358
6,2018,11,17,17/11/2018,34.8,29.5,1024.3,6.3,5.8,9.9,999.9,37,33.1,0,0,0,1,1,0,296
7,2019,11,17,17/11/2019,34.2,26.6,1019.6,10,6.2,9.9,22,42.1,28.9,0,0,0,0,0,0,332
2,2014,11,18,18/11/2014,15.6,4.5,1019.3,9.5,15.2,18.1,29.9,25,12,0,0,0,0,1,0,313
3,2015,11,18,18/11/2015,60.1,49.2,1001.9,9.1,17,22,35.9,63,48.9,0.44,0,0,1,0,0,329
5,2016,11,18,18/11/2016,62.8,48.2,1008.6,9.8,13.7,22.9,29.9,68,48.9,0,0,0,1,0,1,362
6,2017,11,18,18/11/2017,43.7,41.9,1000.4,4,12.2,22.9,28.9,48,36,0.53,0,0,1,1,0,321
7,2018,11,18,18/11/2018,34.4,27.3,1025.9,8.5,6.4,11.1,999.9,37,30.9,0.15,0,0,0,1,0,301
1,2019,11,18,18/11/2019,37.9,33.7,1010.2,5.9,5.4,8,999.9,42.1,36,0,0,0,1,0,0,326
3,2014,11,19,19/11/2014,24.5,11.7,1014.8,9.8,12.2,18.1,28.9,33.1,12,0,0,0,0,1,0,302
4,2015,11,19,19/11/2015,46,29.7,1009.8,10,15.8,26,35.9,63,41,0.12,0,0,0,0,0,313
6,2016,11,19,19/11/2016,38.9,23.5,1017.8,10,17.7,25.1,32.1,48.9,35.1,0.12,0,0,1,1,0,297
7,2017,11,19,19/11/2017,35,23.1,1015.6,10,12.3,19,28,39.9,30,0.57,0,0,0,0,0,316
1,2018,11,19,19/11/2018,28.4,21.9,1020.8,9,6.2,9.9,999.9,34,24.1,0.03,0,0,0,1,0,291
2,2019,11,19,19/11/2019,38.3,32.9,1009.1,7.4,4.2,8.9,999.9,41,36,0,0,0,1,0,0,356
4,2014,11,20,20/11/2014,24.6,8.8,1019,10,13.7,19,28.9,33.1,19,0,0,0,0,1,0,313
5,2015,11,20,20/11/2015,38.2,16.1,1023.6,10,10.5,15,21,50,33.1,0,0,0,0,0,0,337
7,2016,11,20,20/11/2016,30.6,15.4,1027.5,10,8.9,12,999.9,36,25,0,0,0,0,0,0,271
1,2017,11,20,20/11/2017,39.2,26.4,1015,10,11.8,19,27,54,30,0,0,0,0,0,0,343
2,2018,11,20,20/11/2018,32.3,22.4,1022.3,9.4,9.3,15,22,36,30,0,0,0,0,1,0,331
3,2019,11,20,20/11/2019,42.5,37.6,1020.1,5.2,4.2,8.9,999.9,48.9,39,0.03,0,0,0,0,0,352
5,2014,11,21,21/11/2014,22.9,3.9,1029.8,10,6.9,13,21,35.1,12.9,0,0,0,0,0,0,346
6,2015,11,21,21/11/2015,33.6,30.1,1021,2.8,10.3,22,28.9,43,28.9,0.3,3.9,1,1,1,0,233
1,2016,11,21,21/11/2016,32,17.5,1027.1,10,4.5,7,999.9,43,24.1,0,0,0,0,0,0,321
2,2017,11,21,21/11/2017,42.1,29.1,1009.4,10,13.3,20,31.1,48,34,0,0,0,1,0,0,342
3,2018,11,21,21/11/2018,32.6,22.5,1024.5,9.8,10.2,15.9,22.9,37.9,28.9,0,0,0,0,0,0,352
4,2019,11,21,21/11/2019,47.8,42,1012.6,8.6,14.6,25.1,38.1,55.9,42.1,0.18,0,0,1,0,0,328
6,2014,11,22,22/11/2014,40,30,1019,7.9,10.1,14,25.1,53.1,30.9,0.04,0,0,1,0,0,324
7,2015,11,22,22/11/2015,21.4,13.2,1023,10,7.4,17.1,999.9,35.1,12.9,0.37,3.1,0,0,0,0,268
2,2016,11,22,22/11/2016,35.5,24.7,1026.8,10,4.9,12,999.9,39.9,30,0,0,0,0,0,0,327
3,2017,11,22,22/11/2017,29.2,15.3,1026.2,10,8,13,18.1,35.1,23,0.04,0,0,0,0,0,295
4,2018,11,22,22/11/2018,33.9,23.4,1029.4,9.8,9.2,12,18.1,39,30.9,0,0,0,0,0,0,255
5,2019,11,22,22/11/2019,37.2,27.1,1021.1,10,8.2,15.9,22.9,46.9,32,0.31,0,0,1,0,0,321
7,2014,11,23,23/11/2014,52.2,46.3,1006.5,9.3,10.1,15,21,54,50,0.01,0,0,1,0,0,340
1,2015,11,23,23/11/2015,31,21.6,1018.3,10,8.8,11.1,999.9,39,12.9,0,2,0,0,0,0,310
3,2016,11,23,23/11/2016,40.7,34.4,1018.5,4.9,8.5,13,18.1,44.6,37.4,0.1,0,0,1,1,0,310
4,2017,11,23,23/11/2017,37.2,21.7,1019.2,10,8,15,999.9,48,30.9,0,0,0,0,0,0,251
5,2018,11,23,23/11/2018,40.8,32.1,1017.8,8,10.1,17.1,29.9,51.1,34,0,0,0,1,0,0,340
6,2019,11,23,23/11/2019,32.4,25.7,1014.3,10,4.8,9.9,999.9,41,27,0,0,0,0,0,0,324
1,2014,11,24,24/11/2014,44.1,41.4,990.1,6.1,12.4,27,36.9,53.1,30,0.72,0,1,1,1,0,302
2,2015,11,24,24/11/2015,34.7,27.1,1025.6,9.5,4,11.1,999.9,45,26.1,0,1.2,0,0,0,0,307
4,2016,11,24,24/11/2016,41.3,35.5,1020.4,7.7,8.2,13,999.9,46,37,0.11,0,0,1,0,0,253
5,2017,11,24,24/11/2017,44.8,31.5,1007.6,10,10,18.1,26,62.1,34,0,0,0,0,0,0,318
6,2018,11,24,24/11/2018,45.4,40.4,1001.8,8.2,10,15.9,25.1,48.9,42.1,0.17,0,0,1,0,0,298
7,2019,11,24,24/11/2019,39.4,30.8,1006,10,8.9,11.1,18.1,50,33.1,0,0,0,0,0,0,338
2,2014,11,25,25/11/2014,26.3,19.1,1015.9,8.8,13.8,24.1,35,30,23,0.25,0,0,0,1,0,307
3,2015,11,25,25/11/2015,44.7,32.2,1024.3,10,9.3,15,22.9,53.1,26.1,0,1.2,0,0,0,0,293
5,2016,11,25,25/11/2016,39,31.7,1026.1,8.7,6.9,12,20,42.1,36,0,0,0,1,0,0,323
6,2017,11,25,25/11/2017,48.8,35.9,1009.2,10,10.4,17.1,24.1,55,42.1,0,0,0,0,0,0,347
7,2018,11,25,25/11/2018,39.5,33.8,1009.1,9.8,9.3,22,32.1,42.1,37,0.13,0,0,1,0,0,262
1,2019,11,25,25/11/2019,45.5,36.8,1003.1,10,7.3,12,18.1,55,37.9,0,0,0,1,0,0,328
3,2014,11,26,26/11/2014,25.5,18.7,1022.7,9.1,5.2,8.9,999.9,30,21.9,0,0,0,0,0,0,319
4,2015,11,26,26/11/2015,55,46,1023.5,8.1,12.9,15.9,26,62.6,50,0.26,0,0,1,0,0,292
6,2016,11,26,26/11/2016,40,31.8,1027,9.9,6.3,9.9,999.9,48,33.1,0,0,0,0,0,0,322
7,2017,11,26,26/11/2017,38.9,25.4,1022,10,6.6,13,999.9,48.9,28,0,0,0,0,0,0,311
1,2018,11,26,26/11/2018,31.3,26.8,1008.4,4.6,19.3,25.1,41,39.9,27,0.89,2,1,1,1,0,275
2,2019,11,26,26/11/2019,42.1,35.2,1008.4,9.3,5.5,11.1,19,50,33.1,0,0,0,1,0,0,335
4,2014,11,27,27/11/2014,27.7,19.3,1026.2,8.4,9.1,13,999.9,32,21.9,0,0,0,0,1,0,229
5,2015,11,27,27/11/2015,47.6,42.1,1024.6,5.5,13.8,20,27,62.1,37.9,1.02,0,0,1,0,0,271
7,2016,11,27,27/11/2016,39.4,34.4,1018.8,6.6,8.1,11.1,15,44.1,35.1,0,0,0,0,0,0,310
1,2017,11,27,27/11/2017,46.3,34.2,1017.4,10,4.5,8,999.9,57,36,0,0,0,0,0,0,348
2,2018,11,27,27/11/2018,24,15.6,1016.3,9.2,8.9,13,18.1,28,21,0.12,2,0,0,1,0,291
3,2019,11,27,27/11/2019,45.8,39.6,1000.7,7.7,18.3,33,48,57,37,0.49,0,0,1,0,0,290
5,2014,11,28,28/11/2014,25.2,14.4,1026.2,9.9,7.5,14,22.9,34,19,0,0,0,0,1,0,283
6,2015,11,28,28/11/2015,39,29.3,1029.4,10,12.3,15.9,24.1,39.9,37,0.09,0,0,1,0,0,311
1,2016,11,28,28/11/2016,46.3,40.2,1002.5,7.7,13.3,19,27,52,42.1,0.36,0,0,1,0,0,340
2,2017,11,28,28/11/2017,55.8,35.8,1012.9,10,13.9,18.1,25.1,62.1,51.1,0,0,0,1,0,0,363
3,2018,11,28,28/11/2018,22.1,14.4,1019.2,9.5,5.4,9.9,999.9,27,18,0,2,0,0,1,0,335
4,2019,11,28,28/11/2019,35.2,25.1,1029.7,10,9.5,17.1,29.9,39,32,0.14,0,0,1,0,0,245
6,2014,11,29,29/11/2014,40.9,33.4,1008.5,10,10.9,18.1,27,54,19.9,0,0,0,0,0,0,326
7,2015,11,29,29/11/2015,36.8,27.7,1028.4,10,6.9,9.9,999.9,43,30,0,0,0,0,0,0,285
2,2016,11,29,29/11/2016,51.5,43.5,996.8,9.5,11.6,18.1,27,57.9,45,0.65,0,0,1,0,0,337
3,2017,11,29,29/11/2017,44.3,27.7,1024.6,10,6.8,9.9,999.9,57.9,35.1,0,0,0,0,0,0,349
4,2018,11,29,29/11/2018,31,23.4,1014.3,7.7,5.6,8.9,999.9,37,27,0,2,0,0,1,0,314
5,2019,11,29,29/11/2019,37.2,33.8,1028.7,7.9,4.4,8,999.9,39.9,35.1,0.01,0,0,1,0,0,293
7,2014,11,30,30/11/2014,48.8,44.4,1007.6,8.5,11.8,18.1,25.1,55.9,33.1,0,0,0,0,0,0,369
1,2015,11,30,30/11/2015,42.1,29.7,1022.8,9.8,10.1,15,17.1,46,30,0,0,0,1,0,0,333
3,2016,11,30,30/11/2016,42.1,34,1002.8,9.8,8.6,17.1,21,55,36,0,0,0,1,0,0,325
4,2017,11,30,30/11/2017,47.3,29.1,1018.3,10,8.8,15.9,26,55,41,0,0,0,0,0,0,348
5,2018,11,30,30/11/2018,36.2,29.1,1015.6,6.1,3.4,8,999.9,43,32,0,1.2,0,1,0,0,348
6,2019,11,30,30/11/2019,38.5,34.5,1014.7,6.5,11.3,18.1,28,41,36,0.02,0,0,1,0,0,300
1,2014,12,1,01/12/2014,25.3,10.1,1033.4,9.8,11.5,15.9,999.9,36,21,0,0,0,0,1,0,403
2,2015,12,1,01/12/2015,43.5,35.8,1011.2,6.6,9.6,18.1,22,46,39,0.3,0,0,1,0,1,356
4,2016,12,1,01/12/2016,38.9,30.4,1008.8,9.8,12.4,15.9,22.9,42.1,37,0,0,0,1,1,0,361
5,2017,12,1,01/12/2017,42.2,27.1,1023.4,10,4.6,7,999.9,53.1,30.9,0,0,0,0,0,0,416
6,2018,12,1,01/12/2018,38.5,34.5,1010.2,4.4,11.6,20,28.9,43,34,0,1.2,0,1,0,1,365
7,2019,12,1,01/12/2019,40.5,37.7,996.1,6.5,9.1,15.9,22,43,37,0.16,0,0,1,0,0,331
2,2014,12,2,02/12/2014,27.8,18.5,1030.3,10,8.7,13,999.9,33.8,23,0,0,0,0,0,0,320
3,2015,12,2,02/12/2015,36.5,30.1,1009.8,6.9,7.5,13,18.1,45,33.1,0.03,0,1,1,1,0,338
5,2016,12,2,02/12/2016,38.6,30.1,1020.5,9.9,7.7,13,17.1,41,36,0.02,0,0,1,0,0,342
6,2017,12,2,02/12/2017,44.2,28.7,1020.8,10,4.9,8,999.9,54,35.1,0,0,0,0,0,0,346
7,2018,12,2,02/12/2018,43.4,39.6,994.9,7.4,7.2,17.1,26,48,39,0.85,0,1,1,0,1,315
