day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,thunder,total_num_of_crimes
3,2014,1,1,01/01/2014,18.9,14.9,1026.5,3.7,9.5,15.9,22.9,24.1,3.9,0.07,3.9,1,0,1,0,567
4,2015,1,1,01/01/2015,22.3,7.3,1020.6,10,15,18.1,26,32,6.1,0,0,0,0,0,0,585
5,2016,1,1,01/01/2016,25.3,16.2,1024.2,9.5,13,15.9,25.1,30,19.9,0,2,0,0,1,0,504
7,2017,1,1,01/01/2017,29.9,18.8,1018.9,10,4.8,8.9,999.9,41,21.9,0,0,0,0,0,0,525
1,2018,1,1,01/01/2018,-0.5,-11.3,1041.1,10,9.2,11.1,17.1,10,-7.1,0,2,0,0,0,0,424
2,2019,1,1,01/01/2019,32.6,29.4,1019.8,7.7,9.1,19,28,39.9,28,0.66,0,0,1,1,0,482
4,2014,1,2,02/01/2014,20.2,15.4,1022.9,3,12.7,19,25.1,24.1,14,0.02,9.8,1,0,1,0,236
5,2015,1,2,02/01/2015,28.4,17.4,1024.5,10,5.1,15,17.1,36,17.1,0,0,0,0,0,0,315
6,2016,1,2,02/01/2016,28.6,19.2,1020,10,9.2,14,999.9,33.1,21.9,0,2,0,0,0,0,259
1,2017,1,2,02/01/2017,36.1,28.6,1020.2,7.3,6.1,8.9,999.9,39.9,30.9,0,0,0,1,0,0,298
2,2018,1,2,02/01/2018,-2.8,-10.6,1038.6,10,9.2,15,999.9,7,-9.9,0,2,0,0,0,0,263
3,2019,1,2,02/01/2019,29.5,25.7,1023.2,6.5,6.7,15.9,22,32,27,0,0,0,0,1,0,304
5,2014,1,3,03/01/2014,7.2,-1.3,1029.8,9.9,8.7,15.9,25.1,21.9,-2,0.01,9.1,0,0,0,0,274
6,2015,1,3,03/01/2015,34.3,28.9,1017.5,4.9,4.9,8.9,999.9,37,19.9,0.08,0,0,1,1,0,280
7,2016,1,3,03/01/2016,28.8,18.7,1019.1,10,10.9,19,24.1,33.1,24.1,0,2,0,0,1,0,287
2,2017,1,3,03/01/2017,40.3,37.2,1010.3,3.6,6.6,15.9,21,42.8,37,0.09,0,1,1,0,0,324
3,2018,1,3,03/01/2018,12.2,3.5,1021.9,8.1,11,15,20,18,1,0,2,0,0,1,0,253
4,2019,1,3,03/01/2019,30.8,23.5,1017.9,9.7,9.8,12,20,41,25,0,0,0,0,1,0,363
6,2014,1,4,04/01/2014,24.5,16.2,1014.5,8.7,14.4,21,29.9,33.1,17.1,0,7.1,1,1,1,0,247
7,2015,1,4,04/01/2015,30.6,27.5,1013,2.9,9.2,18.1,26,37,16,0.54,2,0,1,1,0,237
1,2016,1,4,04/01/2016,28.5,17.3,1029.7,9.8,10.5,17.1,22.9,32,25,0,2,0,0,1,0,310
3,2017,1,4,04/01/2017,19.1,7.3,1017.3,9.8,14.2,19,26,37,10.9,0.01,0,0,0,0,0,286
4,2018,1,4,04/01/2018,8.3,-2.6,1026.7,9.6,11.1,15,999.9,14,1.9,0,2,0,0,1,0,273
5,2019,1,4,04/01/2019,37.9,28,1010.7,10,8.4,13,24.1,50,32,0,0,0,0,0,0,341
7,2014,1,5,05/01/2014,23.6,20.9,1016.2,1.2,12.6,22,27,33.1,10,0.22,1.2,1,0,1,0,199
1,2015,1,5,05/01/2015,4.5,-5.8,1036.3,10,11.3,15,25.1,14,-0.9,0.03,1.2,0,0,0,0,258
2,2016,1,5,05/01/2016,27.5,16.9,1034.6,10,8.3,13,20,34,21,0,1.2,0,0,1,0,278
4,2017,1,5,05/01/2017,10.9,-1.9,1019.7,10,10.9,15.9,21,16,8.1,0,0,0,0,1,0,270
5,2018,1,5,05/01/2018,5.3,-5.3,1030.8,10,9.2,17.1,999.9,12,0,0,2,0,0,0,0,291
6,2019,1,5,05/01/2019,39.8,32.4,1009.9,10,6.8,13,19,53.1,30.9,0,0,0,0,0,0,357
1,2014,1,6,06/01/2014,-7.5,-16.8,1023.1,8.1,16.4,22.9,31.1,7,-14.1,0.01,9.8,0,0,1,0,196
2,2015,1,6,06/01/2015,9.2,1.6,1029.7,6.7,8,15.9,24.1,12,-0.9,0.11,2,0,0,1,0,233
3,2016,1,6,06/01/2016,31.1,20.3,1027.6,10,7,11.1,999.9,39,25,0,1.2,0,0,0,0,278
5,2017,1,6,06/01/2017,5.9,-7.2,1025,10,8.7,11.1,999.9,10.9,1,0,0,0,0,0,0,265
6,2018,1,6,06/01/2018,6.7,-5.4,1037.1,10,5.5,8,999.9,17.1,-0.9,0,2,0,0,0,0,251
7,2019,1,6,06/01/2019,40.2,32.3,1021.6,10,9.5,17.1,22.9,46.9,37,0,0,0,0,0,0,292
2,2014,1,7,07/01/2014,-5.8,-14.2,1028.2,10,11.7,18.1,24.1,3.9,-15,0,9.8,0,0,0,0,219
3,2015,1,7,07/01/2015,5.4,-6.8,1035.8,10,15.4,21,28.9,12,1,0,2,0,0,1,0,210
4,2016,1,7,07/01/2016,38.6,24.3,1020.7,10,6.3,8.9,999.9,43,36,0,1.2,0,0,0,0,341
6,2017,1,7,07/01/2017,8.3,-5.4,1034.1,10,7.8,15,21,19,1.9,0,0,0,0,0,0,268
7,2018,1,7,07/01/2018,17.7,7.3,1027.7,9.6,11.1,15.9,26,30.9,6.1,0,1.2,0,1,1,0,217
1,2019,1,7,07/01/2019,45.6,39.8,1011.7,8.8,15.5,21,29.9,55.4,39.9,0,0,0,1,0,0,308
3,2014,1,8,08/01/2014,6.2,-1,1030.2,10,2.6,6,999.9,15.1,-11,0,9.8,0,0,0,0,267
4,2015,1,8,08/01/2015,0.4,-7.8,1033.5,8.2,13.2,22,31.1,14,-7.1,0,3.1,0,0,1,0,210
5,2016,1,8,08/01/2016,41.9,34.6,1012.2,6.5,5.8,8.9,999.9,45,39,0,1.2,0,1,0,0,355
7,2017,1,8,08/01/2017,10.9,-5,1039.9,10,9,15.9,22.9,19.9,3.9,0,0,0,0,0,0,246
1,2018,1,8,08/01/2018,34,29.8,1016.2,6.5,12,15,21,37,30.9,0.03,1.2,0,1,1,0,290
2,2019,1,8,08/01/2019,42.8,35.2,1009.1,8.2,11.9,22.9,38.1,54,37.9,0.38,0,0,1,0,0,329
4,2014,1,9,09/01/2014,11.4,5.9,1033.6,8,3.4,9.9,999.9,23,-2,0,7.9,0,0,1,0,289
5,2015,1,9,09/01/2015,10.3,0.7,1021.1,7.1,15,22,35,19.9,-7.1,0.05,3.1,0,0,1,0,286
6,2016,1,9,09/01/2016,40.5,37.2,1009.1,3,6.2,9.9,999.9,46.4,33.1,0.18,0,1,1,1,0,312
1,2017,1,9,09/01/2017,23.1,10.7,1028.9,9.3,10.4,17.1,21,30,16,0,0,0,0,1,0,299
2,2018,1,9,09/01/2018,30.5,28.2,1023.6,3.9,6,13,999.9,34,28,0,1.2,1,0,0,0,320
3,2019,1,9,09/01/2019,23.8,10.4,1022.7,9.6,15,22,35.9,39,19.4,0,0,0,0,1,0,287
5,2014,1,10,10/01/2014,31.7,30.2,1018.1,1.5,7.2,13,18.1,39.9,24.1,0,5.1,1,1,1,1,287
6,2015,1,10,10/01/2015,8,-1.7,1031.8,10,11.6,15.9,22,21,0,0,2,0,0,0,0,298
7,2016,1,10,10/01/2016,20.6,13.1,1013.5,8.7,15.6,20,31.1,34,8.1,0.27,1.2,0,0,1,0,278
2,2017,1,10,10/01/2017,39.8,31.3,1009.4,8.9,17.9,34,46,52,28,0,0,0,1,0,0,360
3,2018,1,10,10/01/2018,38.6,37.6,1016.6,2.4,10.6,18.1,29.9,52,30,0,1.2,1,1,0,0,339
4,2019,1,10,10/01/2019,19.4,8.2,1030.8,10,6.8,13,15.9,25,15.1,0,0,0,0,1,0,317
6,2014,1,11,11/01/2014,37.6,35.6,1000.8,5.8,10.7,17.1,26,42.1,28.9,0.93,2,1,1,0,0,299
7,2015,1,11,11/01/2015,27.7,16.7,1026.4,9.2,10,14,999.9,34,21.9,0,3.1,0,0,1,0,299
1,2016,1,11,11/01/2016,8.3,-0.8,1019.8,8.7,9.8,15,21,21.9,1.9,0,1.2,0,0,1,0,259
3,2017,1,11,11/01/2017,33.9,27.1,1012.2,7.7,11.6,25.1,40,45,27,0.24,0,1,1,0,1,290
4,2018,1,11,11/01/2018,56.6,53.9,1006.5,8.7,15.9,22,32.1,60.8,45,0.01,0,0,1,0,0,309
5,2019,1,11,11/01/2019,26.7,18.2,1029.6,9.5,4.4,9.9,18.1,30.9,21,0,0,0,0,0,0,352
7,2014,1,12,12/01/2014,33.5,27.4,1008.8,9.9,11.8,17.1,28,41,28.9,0.07,1.2,0,0,0,0,315
1,2015,1,12,12/01/2015,26.3,19.8,1032.2,6.8,8.7,17.1,25.1,34,19.9,0.15,3.9,0,0,1,0,308
2,2016,1,12,12/01/2016,16.2,6.3,1016,6.2,14.3,21,33,26.6,8.1,0.06,2,0,0,1,0,253
4,2017,1,12,12/01/2017,28.4,24.4,1017.7,5,11.8,18.1,22.9,41,23,0.45,0,0,1,1,1,273
5,2018,1,12,12/01/2018,24.3,18.2,1017.7,9.4,16.8,25.1,35.9,36,21,0.14,0,0,0,1,0,323
6,2019,1,12,12/01/2019,30.3,24.3,1027.6,5.6,8,14,21,30.9,30,0,3.1,1,0,1,0,263
1,2014,1,13,13/01/2014,42.4,32.8,1002.8,10,12.2,17.1,24.1,46.9,28.9,0,1.2,0,0,0,0,374
2,2015,1,13,13/01/2015,19.3,10.8,1040.2,8.3,9.1,15,17.1,30,17.1,0.03,3.1,0,0,1,0,321
3,2016,1,13,13/01/2016,9,-0.1,1021.3,9.9,8.2,12,17.1,24.1,1.9,0,2,0,0,1,0,313
5,2017,1,13,13/01/2017,22.9,11.1,1038.7,10,8.8,14,21,28.9,18,0.03,0,0,0,0,0,358
6,2018,1,13,13/01/2018,14,-0.3,1034.8,9.4,12.5,21,28,21.9,8.1,0,0,0,0,1,0,288
7,2019,1,13,13/01/2019,30.3,24.1,1028.9,6.9,13.3,17.1,24.1,32,28.4,0.07,3.1,0,0,1,0,259
2,2014,1,14,14/01/2014,31,25.5,1007.1,8.9,10.9,25.1,35.9,46.9,27,0,0,0,0,1,0,328
3,2015,1,14,14/01/2015,13.5,6.3,1030.9,9.8,5.3,8.9,999.9,23,5,0,3.1,0,0,0,0,318
4,2016,1,14,14/01/2016,33.9,24.8,1007.5,10,8.6,14,22.9,45,23,0,1.2,0,0,0,0,334
6,2017,1,14,14/01/2017,30.1,18.4,1035,10,5.4,11.1,22,35.1,28,0,0,0,0,0,0,288
7,2018,1,14,14/01/2018,13.2,0.6,1037.6,9.8,6.4,14,21,21.9,7,0,0,0,0,1,0,286
1,2019,1,14,14/01/2019,26.2,20.4,1029.2,9.2,7,12,999.9,30,21,0,3.1,0,0,1,0,282
3,2014,1,15,15/01/2014,20.3,12.1,1016.7,9.1,11.7,21,28,35.1,16,0,0,0,0,1,0,351
4,2015,1,15,15/01/2015,23.5,15.9,1021,9.7,9.1,17.1,19,36,5,0,3.1,0,0,0,0,389
5,2016,1,15,15/01/2016,41.1,34.5,998.5,9,10.8,15.9,21,45,34,0,0,0,1,0,0,353
7,2017,1,15,15/01/2017,28.1,18.5,1031.3,9.5,2.5,7,999.9,35.1,21.9,0,0,0,0,0,0,282
1,2018,1,15,15/01/2018,19,14.6,1024.7,2.5,10.8,15.9,20,24.8,12.9,0.02,1.2,0,0,1,0,245
2,2019,1,15,15/01/2019,26.4,22.2,1023.9,6.5,10.9,15.9,27,28.9,24.1,0,3.1,0,1,1,0,317
4,2014,1,16,16/01/2014,26,19.8,1008.4,8.3,12.6,18.1,28.9,35.6,17.1,0,0,0,0,1,0,316
5,2015,1,16,16/01/2015,29.3,23.2,1020.5,8.5,6,12,999.9,36,17.1,0,3.1,0,0,0,0,340
6,2016,1,16,16/01/2016,30.4,20.3,1008.8,9.3,11.2,15.9,22,34,27,0.02,0,0,0,1,0,290
1,2017,1,16,16/01/2017,34.3,29,1024.6,5.9,4.8,7,999.9,37,32,0,0,1,1,0,0,301
2,2018,1,16,16/01/2018,14.4,8.1,1032.4,4.7,10.2,14,19,25,6.1,0.01,1.2,0,0,1,0,284
3,2019,1,16,16/01/2019,32.4,25.2,1022.9,7.9,8.8,15,21,35.1,28,0,2,0,1,0,0,327
5,2014,1,17,17/01/2014,18.3,8.6,1009.8,9.2,10.8,17.1,27,35.1,12.9,0,0,0,0,1,0,361
6,2015,1,17,17/01/2015,36.8,28.6,1010.6,8.3,12.1,19,27,44.1,21.9,0,1.2,0,0,0,0,346
7,2016,1,17,17/01/2016,9.6,-3.8,1018.7,10,13.6,20,25.1,25,3.2,0,0,0,0,0,0,247
2,2017,1,17,17/01/2017,36.7,36,1012.9,4,7.7,13,999.9,39.9,35.1,0.96,0,1,1,0,1,325
3,2018,1,17,17/01/2018,14.3,7.3,1034.8,9.8,8.2,15,999.9,21,5,0,1.2,0,0,0,0,307
4,2019,1,17,17/01/2019,31.5,24.7,1022.1,7.5,5.4,11.1,999.9,36,28.9,0,1.2,0,0,0,0,296
6,2014,1,18,18/01/2014,15.5,10.5,1014.4,6.1,8.1,11.1,19,21,10.9,0,1.2,1,0,1,0,313
7,2015,1,18,18/01/2015,38.7,30.6,1008.8,10,10.9,14,21,44.1,30,0,0,0,0,0,0,321
1,2016,1,18,18/01/2016,2.8,-10.8,1027.3,10,11.5,17.1,21,10,-2,0,0,0,0,0,0,247
3,2017,1,18,18/01/2017,33.6,32,1019.5,4.4,9.1,14,21,36,32,0.43,0,0,1,0,0,334
4,2018,1,18,18/01/2018,22.6,12.7,1022.8,9.9,14.9,19,27,33.1,17.1,0,1.2,0,0,0,0,286
5,2019,1,18,18/01/2019,31.5,24.2,1021.1,9,7.9,17.1,999.9,35.1,30,0,1.2,0,0,1,0,327
7,2014,1,19,19/01/2014,21.2,16.1,1008.9,8.3,10.8,20,26,34,10.9,0.04,1.2,0,0,1,0,310
1,2015,1,19,19/01/2015,34,28.6,1016.2,10,4.5,8.9,999.9,43,27,0,0,0,0,0,0,334
2,2016,1,19,19/01/2016,8.1,-5.3,1032.9,10,6.4,13,19,18,1.9,0,0,0,0,0,0,299
4,2017,1,19,19/01/2017,35.6,32.5,1016.7,4.5,6.3,12,999.9,42.1,32,0,0,0,1,0,0,347
5,2018,1,19,19/01/2018,32.6,21.7,1013.9,10,12.5,19,25.1,39,28,0,1.2,0,0,0,0,321
6,2019,1,19,19/01/2019,27.6,23.9,1018.5,4.7,16.4,22.9,33,30.9,25,0.03,5.9,0,0,1,0,238
1,2014,1,20,20/01/2014,34,27.2,1007.4,9.6,7.7,14,20,39,26.6,0,1.2,0,0,1,0,317
2,2015,1,20,20/01/2015,36.6,32.2,1012.8,6.7,4.3,9.9,999.9,43,27,0,0,0,1,1,0,356
3,2016,1,20,20/01/2016,18.8,8.5,1028.4,8,2.9,6,999.9,25,12.9,0.03,1.2,0,0,1,0,275
5,2017,1,20,20/01/2017,38.7,37.5,1005.7,1.9,7,17.1,22,42.8,37,0.86,0,0,1,0,0,364
6,2018,1,20,20/01/2018,39.7,30.2,1012.2,10,10.4,18.1,28,46.9,33.1,0,0,0,0,0,0,329
7,2019,1,20,20/01/2019,14.8,5.8,1024.4,7.8,14.5,21,28.9,26.1,8.1,0.01,5.9,0,0,1,0,228
2,2014,1,21,21/01/2014,12.2,4.3,1023.8,5.9,13.6,21,28.9,37,3,0,5.1,1,0,1,0,285
3,2015,1,21,21/01/2015,34.2,30,1017.6,5.7,7.2,11.1,999.9,39.9,33.1,0.01,0,0,1,1,0,351
4,2016,1,21,21/01/2016,21.3,12.6,1028.5,9.6,2.7,6,999.9,32,16,0,1.2,0,0,0,0,311
6,2017,1,21,21/01/2017,49.6,44.7,1000.2,4.9,7.1,14,21,60.1,41,0.01,0,0,1,0,0,341
7,2018,1,21,21/01/2018,41.8,39.5,1015.3,5.2,4.7,9.9,999.9,46,39,0,0,0,1,0,0,317
1,2019,1,21,21/01/2019,10.9,-0.2,1034.9,8.6,7.9,15,22,15.1,7,0,5.9,0,0,1,0,242
3,2014,1,22,22/01/2014,6.9,-0.7,1021,7.6,7.6,15.9,22,19.9,1,0,5.1,0,0,1,0,296
4,2015,1,22,22/01/2015,32.2,23.8,1028.9,9.8,4.8,8,999.9,36,30,0,0,0,0,0,0,362
5,2016,1,22,22/01/2016,27.3,18.6,1026.1,7.4,7.6,15.9,999.9,32,21,0,1.2,0,0,1,0,325
7,2017,1,22,22/01/2017,43.9,39.6,1002.8,5.3,4.5,9.9,999.9,51.1,39.2,0,0,1,0,0,0,344
1,2018,1,22,22/01/2018,48.9,47.6,1002.4,4.2,9,19,27,55,42.1,0.4,0,1,1,0,1,336
2,2019,1,22,22/01/2019,20.3,10,1026.1,7.7,10.4,14,26,33.1,10.9,0,5.1,0,1,1,0,313
4,2014,1,23,23/01/2014,4.4,-6.6,1029.6,9.9,13,17.1,28.9,15.1,-2,0,3.1,0,0,1,0,307
5,2015,1,23,23/01/2015,31.7,24.3,1024.7,8.2,10.2,14,999.9,34,30,0,0,0,0,0,0,395
6,2016,1,23,23/01/2016,30,19,1024,9.7,6.5,14,999.9,35.6,25,0.01,1.2,0,0,1,0,310
1,2017,1,23,23/01/2017,40.7,34.4,1007.1,9.2,9.6,17.1,22,43,39,0,0,0,0,0,0,363
2,2018,1,23,23/01/2018,36,31,1007.5,8.3,10.1,25.1,29.9,52,30,0.29,0,0,1,1,0,340
3,2019,1,23,23/01/2019,31.4,29.8,1009.4,3.7,7.7,14,999.9,36,21.9,0.23,5.1,0,1,1,0,290
5,2014,1,24,24/01/2014,6,-3.7,1026.6,10,14,24.1,35,23,-6,0,3.1,0,0,1,0,298
6,2015,1,24,24/01/2015,35.1,27.7,1008.6,9.7,8.5,14,17.1,45,30,0,0,0,0,0,0,331
7,2016,1,24,24/01/2016,29.1,18.3,1017.5,10,7.5,14,20,37,24.1,0,0,0,0,0,0,314
2,2017,1,24,24/01/2017,38.4,31.8,1011.1,9.5,6.6,9.9,999.9,43,37,0,0,0,0,0,0,360
3,2018,1,24,24/01/2018,29.4,22.8,1024.2,9.6,5.9,12,999.9,30.9,28,0.01,0,0,1,1,0,288
4,2019,1,24,24/01/2019,17.9,12.7,1012.5,6.8,9.1,18.1,28.9,23,10.9,0.07,3.9,0,0,1,0,271
6,2014,1,25,25/01/2014,23.5,12.5,1003.7,6.8,16.7,22,29.9,33.8,10.9,0.01,3.1,0,1,1,0,306
7,2015,1,25,25/01/2015,34.1,30.2,1007.8,6.4,10.3,20,27,37,28.4,0,1.2,0,1,1,0,313
1,2016,1,25,25/01/2016,34.3,25.4,1012.5,8.9,7.2,14,21,41,28.9,0,0,0,1,0,0,346
3,2017,1,25,25/01/2017,38.9,33.5,1003.1,5.3,9.9,17.1,22.9,44.6,36,0.03,0,0,1,0,0,349
4,2018,1,25,25/01/2018,32.9,25.2,1027.4,9.4,7.6,15,22.9,44.1,26.1,0,0,0,0,0,0,332
5,2019,1,25,25/01/2019,2.8,-5.6,1024.2,8.9,12.8,20,28,17.1,-5.1,0,5.1,0,0,1,0,278
7,2014,1,26,26/01/2014,16.4,7.4,1004.2,8.9,10.4,20,35,33.1,7,0.09,3.9,0,0,1,0,284
1,2015,1,26,26/01/2015,25.9,18.1,1015.5,9,7.3,15,22,37.9,21,0.06,1.2,0,1,1,0,335
2,2016,1,26,26/01/2016,33.5,27,1012.9,7.3,14.3,22,28.9,43,28.9,0.06,0,0,1,1,0,298
4,2017,1,26,26/01/2017,34.3,28.8,1007.5,7.6,11.5,15.9,25.1,37.9,32,0.02,0,0,1,1,0,311
5,2018,1,26,26/01/2018,43.4,32.2,1021.9,10,12.3,21,35,52,37,0,0,0,0,0,0,349
6,2019,1,26,26/01/2019,4.6,-3.6,1023.5,8.8,6.1,12,15.9,12.9,-5.1,0,5.1,0,0,1,0,239
1,2014,1,27,27/01/2014,4.5,-6.2,1020.2,8.9,14.6,24.1,34,32,-4,0.01,5.9,0,0,1,0,244
2,2015,1,27,27/01/2015,29.3,22.5,1019.7,5.8,6.1,11.1,999.9,33.1,21,0.04,1.2,0,1,1,0,343
3,2016,1,27,27/01/2016,29.1,16.6,1023.3,10,9.8,14,21,34,26.1,0,0,0,0,1,0,336
5,2017,1,27,27/01/2017,29,19.5,1013.7,9.7,11.7,15.9,25.1,33.1,26.1,0,0,0,0,1,0,343
6,2018,1,27,27/01/2018,48.5,30.8,1018.6,10,13.8,21,34,52,42.1,0,0,0,0,0,0,314
7,2019,1,27,27/01/2019,5.5,-2.1,1020.7,8.3,6.3,11.1,18.1,12.9,-2,0.03,5.9,0,0,1,0,225
2,2014,1,28,28/01/2014,-4.5,-14.4,1032.1,10,9.2,14,18.1,6.1,-11,0,3.9,0,0,0,0,274
3,2015,1,28,28/01/2015,28.7,18.5,1024.7,10,6.8,14,24.1,36,24.1,0,0,0,0,0,0,294
4,2016,1,28,28/01/2016,35.7,26,1007.7,9.9,13.4,19,28,41,33.1,0,0,0,1,1,0,342
6,2017,1,28,28/01/2017,27.7,19.5,1009.9,9.5,11.8,15,21,30,26.1,0,0,0,0,1,0,362
7,2018,1,28,28/01/2018,36.3,28,1025.9,10,6.2,13,999.9,44.1,30,0,0,0,0,0,0,283
1,2019,1,28,28/01/2019,20.4,14.7,1009.7,4.3,11.6,19,28,35.1,8.1,0.15,7.1,1,1,1,0,236
3,2014,1,29,29/01/2014,8.3,-3.4,1025.3,10,8.9,15.9,20,21.9,-11,0,3.1,0,0,0,0,342
4,2015,1,29,29/01/2015,36.1,26.1,1012.3,9.3,12.7,18.1,26,39,24.1,0.03,0,0,1,1,0,341
5,2016,1,29,29/01/2016,30.5,14.5,1013.8,10,9,14,20,36,24.1,0,0,0,0,0,0,320
7,2017,1,29,29/01/2017,27.6,15.5,1011.1,9.8,9,14,999.9,30,25,0,0,0,0,1,0,308
1,2018,1,29,29/01/2018,28.4,20.1,1030,9.5,13.2,17.1,25.1,34,24.1,0,0,0,0,1,0,312
2,2019,1,29,29/01/2019,6.4,-1.8,1015.1,7.5,14.8,20,31.1,18,-0.4,0.1,5.9,0,0,1,0,238
4,2014,1,30,30/01/2014,24,11.5,1013.9,9.2,15.3,26,38.1,32,19.9,0,2,1,0,1,0,344
5,2015,1,30,30/01/2015,29.7,13.3,1030.9,9.8,9.2,18.1,22.9,39,23,0,0,0,0,1,0,341
6,2016,1,30,30/01/2016,39.9,29,1006.1,10,8.9,15,22,48.9,34,0,0,0,0,0,0,312
1,2017,1,30,30/01/2017,24.1,8.8,1014.7,10,9.7,15.9,25.1,32,17.1,0,0,0,0,0,0,344
2,2018,1,30,30/01/2018,22.2,11,1031.6,10,6.8,13,21,30.9,15.1,0,0,0,0,0,0,297
3,2019,1,30,30/01/2019,-13.5,-24.6,1025.1,10,15.8,19,28.9,0,-22,0,5.9,0,0,0,0,155
5,2014,1,31,31/01/2014,24.9,16.4,1017.9,9.9,6.4,14,21,33.8,19,0,2,0,0,0,0,334
6,2015,1,31,31/01/2015,30.3,20.6,1026.6,10,6.5,15,999.9,39,23,0,0,0,0,0,0,269
7,2016,1,31,31/01/2016,44.6,39.2,1002.8,8.1,7.6,12,999.9,48.9,39.9,0,0,0,1,0,0,309
2,2017,1,31,31/01/2017,38.2,28.1,1005.3,9.5,13.6,24.1,32.1,43,32,0.01,0,0,1,0,0,328
3,2018,1,31,31/01/2018,35.8,21.3,1011.9,10,14.5,21,29.9,44.1,30,0,0,0,0,0,0,333
4,2019,1,31,31/01/2019,-12.5,-22.2,1032.8,9.1,7.7,12,22,-2,-20,0,5.9,0,0,1,0,234
6,2014,2,1,01/02/2014,26.8,23.9,1018.2,2.5,5.2,12,15.9,32,19,0.07,3.9,1,0,1,0,384
7,2015,2,1,01/02/2015,31.8,28.6,1016.6,1.4,11.2,21,31.1,39,23,0.25,13,1,1,1,0,230
1,2016,2,1,01/02/2016,37.1,30.2,1014.8,9.5,5.4,14,20,46.9,30.9,0.02,0,0,0,0,0,392
3,2017,2,1,01/02/2017,35.9,24.2,1016.7,9.9,10.1,15.9,26,39,32,0,0,0,0,0,0,406
4,2018,2,1,01/02/2018,28.8,14.8,1015.6,10,11.5,21,26,41,15.1,0,0,0,0,0,0,372
5,2019,2,1,01/02/2019,9.2,2.6,1028.9,6.3,4.3,6,999.9,21,-2,0.03,7.1,0,0,1,0,373
7,2014,2,2,02/02/2014,21.3,13.8,1023.8,8.5,7.1,9.9,999.9,32,15.1,0.15,3.9,0,0,1,0,256
1,2015,2,2,02/02/2015,18.1,11.5,1020.3,5,14.2,25.1,33,33.1,10,0.21,16.9,1,0,1,0,223
2,2016,2,2,02/02/2016,37.1,31.5,1018.1,5.6,9.2,18.1,22,42.1,35.1,0,0,0,1,0,1,293
4,2017,2,2,02/02/2017,22,5.8,1028.3,10,11,17.1,22,33.1,15.1,0,0,0,0,0,0,300
5,2018,2,2,02/02/2018,11.8,-5.4,1033.3,10,10.2,15.9,21,19.9,5,0,0,0,0,0,0,291
6,2019,2,2,02/02/2019,26.6,22,1021.6,7.5,8.6,12,20,41,14,0,3.9,0,0,0,0,310
1,2014,2,3,03/02/2014,11.4,2.1,1029.2,9.9,3.5,8,999.9,23,1,0,3.9,0,0,0,0,316
2,2015,2,3,03/02/2015,16.7,10,1023.6,8.9,7.5,11.1,999.9,27,8.1,0,16.9,1,0,1,0,225
3,2016,2,3,03/02/2016,37.3,33.6,1002,5.3,9.8,17.1,25.1,39.9,33.1,0.74,0,1,1,0,1,330
5,2017,2,3,03/02/2017,20.7,2.3,1031.7,10,9.6,14,24.1,28.9,15.1,0,0,0,0,0,0,309
6,2018,2,3,03/02/2018,27.6,9.3,1021.6,10,11.4,18.1,25.1,42.1,19,0,0,0,0,0,0,292
7,2019,2,3,03/02/2019,41,39.9,1011.9,6.5,9.7,12,22.9,46,36,0,1.2,0,1,0,0,273
2,2014,2,4,04/02/2014,17.4,7.8,1030,9.5,3.7,12,999.9,25,1,0,3.9,0,0,1,0,295
3,2015,2,4,04/02/2015,25.4,19.8,1019.8,4.5,6.4,14,20,30,8.1,0.05,16.1,0,0,1,0,281
4,2016,2,4,04/02/2016,28.1,16.6,1022.4,9.8,10,15,21,33.1,21,0,0,0,0,1,0,328
6,2017,2,4,04/02/2017,24.1,5.3,1028.6,10,10.7,18.1,25.1,34,16,0,0,0,0,0,0,290
7,2018,2,4,04/02/2018,26.7,20,1012,6.7,13.3,19,31.1,39,14,0.01,2,0,0,1,0,222
1,2019,2,4,04/02/2019,47.3,45.1,1007.5,7.8,9.5,13,22,51.1,39,0,0,0,1,0,0,340
3,2014,2,5,05/02/2014,23.4,19.4,1022.9,2.2,13.3,19,28.9,25,10,0.04,9.8,0,0,1,0,268
4,2015,2,5,05/02/2015,11.4,0.2,1032,10,7.1,13,18.1,30,3,0,15,0,0,0,0,270
5,2016,2,5,05/02/2016,30.5,20.7,1027.6,9.5,6.3,9.9,999.9,34,27,0,0,0,0,1,0,307
7,2017,2,5,05/02/2017,34,16.6,1015.6,10,10.2,17.1,22,41,28.9,0,0,0,0,0,0,303
1,2018,2,5,05/02/2018,6.6,-2.3,1026.7,8.8,7,9.9,15.9,14,-0.9,0.01,2,1,0,1,0,265
2,2019,2,5,05/02/2019,30.8,25.1,1018.6,9.9,9.6,13,19,39,27,0.02,0,0,1,0,0,288
4,2014,2,6,06/02/2014,7.3,0.6,1032,9,8.7,13,999.9,25,-0.9,0.01,9.1,0,0,1,0,314
5,2015,2,6,06/02/2015,20.2,10.6,1024.2,9.8,9.4,15,17.1,32,3,0,14.2,0,0,0,0,313
6,2016,2,6,06/02/2016,32.3,22.4,1026.3,9.2,7.3,13,999.9,42.1,26.1,0,0,0,0,0,0,281
