day,sndp,total_num_of_crimes
3,0,0.586324786
3,0,0.641025641
3,0,0.658119658
3,0,0.555555556
3,0,0.673504274
3,0,0.52991453
3,0,0.562393162
3,1.2,0.500854701
3,0,0.577777778
3,0,0.517948718
3,0,0.564102564
3,0,0.603418803
3,2,0.001232206
3,0,0.001322751
3,0,0.001299131
3,1.2,0.001153471
3,0,0.001299131
3,0,0.00128732
3,0,0.001295194
3,0,0.00140936
3,0,0.001153471
3,0,0.001307004
3,0,0.001342435
3,0,0.00128732
3,0,0.001291257
3,0,0.001507779
3,0,0.001488095
3,0,0.001480222
3,0,0.001751858
3,0,0.001377866
3,0,0.001464475
3,0,0.001499906
3,0,0.00156683
3,0,0.001393613
3,0,0.001303068
3,0,0.001547147
3,0,0.001432981
3,0,0.001515653
3,0,0.001307004
3,0,0.001653439
3,0,0.001582577
3,0,0.001464475
3,0,0.001299131
3,0,0.001389676
3,0,0.001366056
3,0,0.001184965
3,0,0.001417234
3,0,0.001338498
3,0,0.001381803
3,0,0.001224332
3,0,0.001334562
3,0,0.001177091
3,0,0.001429044
3,0,0.001220396
3,0,0.001279447
3,0,0.001244016
3,3.1,0.00110623
3,3.1,0.001326688
3,0,0.001299131
3,0,0.544761905
3,0,0.552380952
3,0,0.636190476
3,0,0.664761905
3,0,0.773333333
3,0,0.596190476
3,0,0.615238095
3,0,0.664761905
3,0,0.584761905
3,3.1,0.579047619
3,0,0.63047619
3,0,0.626666667
3,0,0.603809524
3,0,0.672380952
3,0,0.71047619
3,0,0.685714286
3,0,0.664761905
3,0,0.615238095
3,0,0.72952381
3,0,0.681904762
3,0,0.628571429
3,0,0.716190476
3,0,0.72952381
3,0,0.72952381
3,0,0.695238095
3,0,0.824761905
3,0,0.60952381
3,0,0.704761905
3,0,0.657142857
3,0,0.695238095
3,0,0.725714286
3,0,0.697142857
3,0,0.691428571
3,0,0.699047619
3,0,0.548571429
3,0,0.626666667
3,0,0.761904762
3,0,0.659047619
3,0,0.624761905
3,0,0.582857143
3,0,0.676190476
3,0,0.64
3,0,0.727619048
3,0,0.695238095
3,0,0.636190476
3,0,0.561904762
3,0,0.664761905
3,0,0.615238095
3,0,0.586666667
3,0,0.681904762
3,1.2,0.671287129
3,1.2,0.607920792
3,0,0.659405941
3,5.9,0.588118812
3,0,0.62970297
3,0,0.60990099
3,0,0.615841584
3,0,0.598019802
3,0,0.60990099
3,0,0.584158416
3,0,0.63960396
3,0,0.76039604
3,0,0.695049505
3,0,0.738613861
3,0,0.756435644
3,0,0.702970297
3,0,0.720792079
3,0,0.792079208
3,0,0.752475248
3,0,0.742574257
3,0,0.930693069
3,0,0.768316832
3,0,0.740594059
3,0,0.732673267
3,0,0.792079208
3,0,0.782178218
3,0,0.869306931
3,0,0.706930693
3,0,0.827722772
3,0,0.722772277
3,0,0.669306931
3,0,0.643564356
3,0,0.647524752
3,0,0.726732673
3,0,0.693069307
3,0,0.689108911
3,0,0.601980198
3,0,0.734653465
3,0,0.869306931
3,0,0.631683168
3,0,0.697029703
3,2,0.663366337
3,0,0.699009901
3,0,0.724752475
3,0,0.679207921
3,0,0.630705394
3,2,0.678423237
3,1.2,0.639004149
3,0,0.645228216
3,0,0.659751037
3,0,0.653526971
3,0,0.668049793
3,0,0.634854772
3,0,0.692946058
3,0,0.690871369
3,0,0.807053942
3,0,0.755186722
3,0,0.778008299
3,0,0.7406639
3,0,0.755186722
3,0,0.755186722
3,0,0.736514523
3,0,0.761410788
3,0,0.809128631
3,0,0.753112033
3,0,0.807053942
3,0,0.757261411
3,0,0.736514523
3,0,0.709543568
3,0,0.751037344
3,0,0.748962656
3,0,0.697095436
3,0,0.709543568
3,0,0.674273859
3,0,0.746887967
3,0,0.668049793
3,0,0.670124481
3,0,0.709543568
3,0,0.728215768
3,0,0.751037344
3,0,0.68879668
3,0,0.626556017
3,0,0.730290456
3,0,0.709543568
4,7.9,0.509700176
4,0,0.557319224
4,3.1,0.541446208
4,2,0.60670194
4,9.1,0.553791887
4,7.1,0.507936508
4,2,0.590828924
4,0,0.546737213
4,3.1,0.53968254
4,3.1,0.611992945
4,0,0.700176367
4,0,0.597883598
4,0,0.594356261
4,0,0.682539683
4,0,0.767195767
4,0,0.617283951
4,0,0.756613757
4,0,0.641975309
4,0,0.597883598
4,0,0.687830688
4,0,0.608465608
4,0,0.698412698
4,0,0.694885362
4,0,0.724867725
4,0,0.712522046
4,0,0.746031746
4,0,0.698412698
4,0,0.657848325
4,0,0.742504409
4,0,0.69664903
4,0,0.767195767
4,0,0.654320988
4,0,0.650793651
4,0,0.670194004
4,0,0.613756614
4,0,0.624338624
4,0,0.735449735
4,0,0.634920635
4,0,0.687830688
4,0,0.555555556
4,0,0.608465608
4,0,0.596119929
4,0,0.661375661
4,0,0.592592593
4,0,0.532627866
4,0,0.552028219
4,0,0.592592593
4,0,0.488536155
4,0,0.580246914
4,3.1,0.664957265
4,0,0.618803419
4,0,0.582905983
4,3.9,0.500854701
4,0,0.623931624
4,0,0.58974359
4,0,0.555555556
4,0,0.615384615
4,0,0.553846154
4,0,0.572649573
4,0,0.629059829
4,0,0.548717949
4,0,0.61025641
4,0,0.641025641
4,0,0.579487179
4,0,0.675213675
4,0,0.623931624
4,0,0.694017094
4,0,0.661538462
4,0,0.652991453
4,0,0.6
4,0,0.54017094
4,0,0.531623932
4,0,0.676923077
4,0,0.656410256
4,0,0.683760684
4,0,0.666666667
4,0,0.635897436
4,0,0.630769231
4,0,0.743589744
4,0,0.548717949
4,0,0.593162393
4,0,0.591452991
4,0,0.711111111
4,0,0.502564103
4,0,0.67008547
4,0,0.618803419
4,0,0.533333333
4,0,0.634188034
4,0,0.55042735
4,0,0.535042735
4,0,0.499145299
4,0,0.574358974
4,0,0.533333333
4,0,0.588034188
4,0,0.548717949
4,3.1,0.51965812
4,1.2,0.001342435
4,1.2,0.001314878
4,1.2,0.001224332
4,0,0.001346372
4,0,0.001291257
4,0,0.001204649
4,0,0.001236143
4,0,0.001279447
4,0,0.001303068
4,0,0.001354245
4,0,0.001484158
4,0,0.001373929
4,0,0.00127551
4,0,0.001413297
4,0,0.001220396
4,0,0.001291257
4,0,0.001401487
4,0,0.001452664
4,0,0.001539273
4,0,0.001468411
4,0,0.00156683
4,0,0.001456601
4,0,0.001480222
4,0,0.001464475
4,0,0.001535336
4,0,0.001436917
4,0,0.001472348
4,0,0.001519589
4,0,0.001570767
4,0,0.001358182
4,0,0.001519589
4,0,0.001759732
4,0,0.00154321
4,0,0.00142117
4,0,0.001468411
4,0,0.00125189
4,0,0.001354245
4,0,0.001291257
4,0,0.001362119
4,0,0.001283384
4,0,0.00142117
4,0,0.001228269
4,0,0.001460538
4,0,0.00142117
4,2,0.001208585
4,0,0.001244016
4,0,0.660952381
4,0,0.592380952
4,0,0.571428571
4,0,0.552380952
4,0,0.603809524
4,0,0.540952381
4,0,0.580952381
4,1.2,0.59047619
4,0,0.596190476
4,0,0.615238095
4,0,0.605714286
4,0,0.615238095
4,0,0.681904762
4,0,0.647619048
4,0,0.638095238
4,0,0.626666667
4,0,0.67047619
4,0,0.725714286
4,0,0.817142857
4,0,0.672380952
4,0,0.752380952
4,0,0.727619048
4,0,0.681904762
4,0,0.653333333
4,0,0.693333333
4,0,0.67047619
4,0,0.681904762
4,0,0.84952381
4,0,0.67047619
4,0,0.687619048
4,0,0.71047619
4,0,0.615238095
4,0,0.666666667
4,0,0.632380952
4,0,0.647619048
4,0,0.666666667
4,0,0.592380952
4,0,0.634285714
4,0,0.683809524
4,0,0.68952381
4,0,0.638095238
4,0,0.582857143
4,0,0.601904762
4,0,0.662857143
4,0,0.622857143
4,0,0.636190476
4,2,0.539047619
4,0,0.611881188
4,0,0.657425743
4,0,0.736633663
4,2,0.625742574
4,0,0.675247525
4,0,0.702970297
4,0,0.592079208
4,0,0.653465347
4,0,0.641584158
4,0,0.651485149
4,0,0.702970297
4,0,0.653465347
4,0,0.695049505
4,0,0.708910891
4,0,0.712871287
4,0,0.714851485
4,0,0.805940594
4,0,0.833663366
4,0,0.78019802
4,0,0.661386139
4,0,0.663366337
4,0,0.807920792
4,0,0.776237624
4,0,0.746534653
4,0,0.724752475
4,0,0.724752475
4,0,0.861386139
4,0,0.718811881
4,0,0.758415842
4,0,0.627722772
4,0,0.786138614
4,0,0.689108911
4,0,0.617821782
4,0,0.778217822
4,0,0.601980198
4,0,0.592079208
4,0,0.64950495
4,0,0.633663366
4,0,0.853465347
4,0,0.598019802
4,2,0.621782178
4,0,0.631683168
4,0,0.625742574
4,0,0.675247525
4,0,0.753112033
4,0,0.657676349
4,0,0.695020747
4,1.2,0.753112033
4,1.2,0.711618257
4,0,0.676348548
4,0,0.626556017
4,0,0.67219917
4,0,0.641078838
4,0,0.728215768
4,0,0.661825726
4,0,0.721991701
4,0,0.717842324
4,0,0.721991701
4,0,0.751037344
4,0,0.825726141
4,0,0.697095436
4,0,0.697095436
4,0,0.676348548
4,0,0.709543568
4,0,0.784232365
4,0,0.728215768
4,0,0.786307054
4,0,0.860995851
4,0,0.786307054
4,0,0.883817427
4,0,0.79253112
4,0,0.742738589
4,0,0.699170124
4,0,0.838174274
4,0,0.649377593
4,0,0.825726141
4,0,0.819502075
4,0,0.668049793
4,0,0.711618257
4,0,0.639004149
4,0,0.67219917
4,0,0.717842324
4,0,0.639004149
4,0,0.680497925
4,0,0.670124481
4,0,0.641078838
5,9.1,0.48324515
5,5.1,0.50617284
5,0,0.636684303
5,3.1,0.525573192
5,2,0.589065256
5,7.9,0.569664903
5,7.1,0.587301587
5,1.2,0.567901235
5,0,0.553791887
5,2,0.649029982
5,1.2,0.661375661
5,0,0.679012346
5,0,0.633156966
5,0,0.652557319
5,0,0.60670194
5,0,0.661375661
5,0,0.701940035
5,0,0.728395062
5,0,0.740740741
5,0,0.712522046
5,0,0.670194004
5,0,0.675485009
5,0,0.756613757
5,0,0.793650794
5,0,0.728395062
5,0,0.770723104
5,0,0.680776014
5,0,0.761904762
5,0,0.71957672
5,0,0.765432099
5,0,0.62962963
5,0,0.703703704
5,0,0.701940035
5,0,0.731922399
5,0,0.687830688
5,0,0.647266314
5,0,0.710758377
5,0,0.723104056
5,0,0.590828924
5,0,0.624338624
5,0,0.710758377
5,0,0.693121693
5,0,0.716049383
5,0,0.668430335
5,0,0.624338624
5,0,0.610229277
5,0,0.499118166
5,0,0.686067019
5,0,0.627865961
5,0,0.67372134
5,0,0.520282187
5,0,0.538461538
5,3.1,0.488888889
5,3.1,0.581196581
5,0,0.675213675
5,0,0.582905983
5,14.2,0.535042735
5,3.1,0.483760684
5,3.1,0.507692308
5,5.9,0.492307692
5,3.9,0.558974359
5,0,0.663247863
5,0,0.629059829
5,1.2,0.601709402
5,0,0.593162393
5,0,0.613675214
5,0,0.632478632
5,0,0.67008547
5,0,0.765811966
5,0,0.652991453
5,0,0.707692308
5,0,0.673504274
5,0,0.682051282
5,0,0.635897436
5,0,0.687179487
5,0,0.625641026
5,0,0.594871795
5,0,0.656410256
5,0,0.579487179
5,0,0.630769231
5,0,0.699145299
5,0,0.668376068
5,0,0.700854701
5,0,0.623931624
5,0,0.71965812
5,0,0.611965812
5,0,0.64957265
5,0,0.553846154
5,0,0.67008547
5,0,0.65982906
5,0,0.632478632
5,0,0.6
5,0,0.523076923
5,0,0.625641026
5,0,0.622222222
5,0,0.642735043
5,0,0.502564103
5,0,0.576068376
5,0,0.558974359
5,0,0.564102564
5,0,0.51965812
5,1.2,0.00139755
5,0,0.001389676
5,1.2,0.001279447
5,0,0.001259763
5,0,0.001208585
5,0,0.001137724
5,0,0.001318815
5,0,0.001338498
5,1.2,0.001255826
5,0,0.00128732
5,0,0.001389676
5,0,0.001330625
5,0,0.001582577
5,0,0.001110166
5,0,0.001425107
5,0,0.001413297
5,0,0.001299131
5,0,0.001385739
5,0,0.001373929
5,0,0.001495969
5,0,0.001417234
5,0,0.001468411
5,0,0.001244016
5,0,0.001425107
5,0,0.001429044
5,0,0.001696744
5,0,0.001440854
5,0,0.001456601
5,0,0.001488095
5,0,0.001436917
5,0,0.00156683
5,0,0.00140936
5,0,0.00139755
5,0,0.001401487
5,0,0.001495969
5,0,0.00140936
5,0,0.001452664
5,0,0.001413297
5,0,0.001377866
5,0,0.0015314
5,0,0.001590451
5,0,0.001401487
5,0,0.001413297
5,0,0.001488095
5,0,0.001342435
5,0,0.001425107
5,0,0.001271573
5,0,0.001346372
5,0,0.001177091
5,3.1,0.001303068
5,2,0.001314878
5,0,0.001362119
5,0,0.681904762
5,0,0.693333333
5,0,0.653333333
5,0,0.588571429
5,0,0.664761905
5,0,0.76
5,0,0.596190476
5,0,0.582857143
5,0,0.588571429
5,1.2,0.613333333
5,0,0.712380952
5,0,0.744761905
5,0,0.619047619
5,0,0.702857143
5,0,0.72
5,0,0.700952381
5,0,0.691428571
5,0,0.79047619
5,0,0.678095238
5,0,0.672380952
5,0,0.779047619
5,0,0.742857143
5,0,0.712380952
5,0,0.634285714
5,0,0.685714286
5,0,0.683809524
5,0,0.731428571
5,0,0.666666667
5,0,0.737142857
5,0,0.887619048
5,0,0.651428571
5,0,0.76952381
5,0,0.622857143
5,0,0.765714286
5,0,0.613333333
5,0,0.725714286
5,0,0.712380952
5,0,0.687619048
5,0,0.624761905
5,0,0.676190476
5,0,0.706666667
5,0,0.752380952
5,0,0.674285714
5,0,0.624761905
5,0,0.681904762
5,0,0.605714286
5,0,0.792380952
5,0,0.643809524
5,0,0.643809524
5,0,0.678095238
5,0,0.63960396
5,1.2,0.635643564
5,0,0.691089109
5,1.2,0.621782178
5,0,0.635643564
5,0,0.702970297
5,0,0.732673267
5,0,0.64950495
5,0,0.702970297
5,0,0.647524752
5,0,0.631683168
5,0,0.702970297
5,0,0.702970297
5,0,0.720792079
5,0,0.772277228
5,0,0.669306931
5,0,0.695049505
5,0,0.772277228
5,0,0.693069307
5,0,0.754455446
5,0,0.695049505
5,0,0.700990099
5,0,0.752475248
5,0,0.76039604
5,0,0.734653465
5,0,0.764356436
5,0,0.851485149
5,0,0.803960396
5,0,0.756435644
5,0,0.685148515
5,0,0.720792079
5,0,0.665346535
5,0,0.75049505
5,0,0.77029703
5,0,0.714851485
5,0,0.592079208
5,0,0.712871287
5,0,0.75049505
5,0,0.734653465
5,0,0.657425743
5,0,0.681188119
5,0,0.673267327
5,1.2,0.689108911
5,0,0.62970297
5,0,0.689108911
5,0,0.655445545
5,0,0.685148515
5,0,0.70746888
5,0,0.730290456
5,1.2,0.678423237
5,7.1,0.773858921
5,0,0.709543568
5,0,0.697095436
5,0,0.705394191
5,0,0.670124481
5,0,0.699170124
5,0,0.678423237
